timestamp[s];distance[m];altitude[m];speed[m/s];power[watts];heart_rate[bpm];temperature[C];cadence[rpm];accumulated_power[watts];left_pco[mm];right_pco[mm];right_power_phase[degrees];right_power_phase_peak[degrees];left_right_balance;left_power_phase[degrees];left_power_phase_peak[degrees]
935673854;54979.67;64.80;13.32;214;173;32;104;828323;-9;-5;3.5156250549316415E-5|2.039062531860352E-5;7.171875112060549E-6|1.1531250180175784E-5;175;3.431250053613282E-5|2.0812500325195316E-5;7.734375120849611E-6|1.2234375191162112E-5
935673855;54993.03;64.80;13.32;203;173;32;102;828526;-9;-5;3.389062552954102E-5|2.010937531420899E-5;7.312500114257814E-6|1.167187518237305E-5;178;3.445312553833009E-5|2.1234375331787115E-5;8.015625125244143E-6|1.265625019775391E-5
935673856;55006.38;64.80;13.31;193;174;32;105;828719;-8;-6;3.389062552954102E-5|2.010937531420899E-5;7.312500114257814E-6|1.167187518237305E-5;178;3.445312553833009E-5|2.1234375331787115E-5;8.015625125244143E-6|1.265625019775391E-5
935673857;55019.77;64.80;13.34;183;174;32;103;828902;-8;-6;1.4062500219726565E-7|2.0250000316406255E-5;7.875000123046877E-6|1.1812500184570315E-5;178;3.445312553833009E-5|2.0250000316406255E-5;8.015625125244143E-6|1.2515625195556644E-5
935673858;55033.17;64.80;13.31;187;175;32;103;829089;-8;-5;3.501562554711915E-5|1.9687500307617193E-5;7.45312511645508E-6|1.167187518237305E-5;175;3.459375054052735E-5|2.039062531860352E-5;8.296875129638674E-6|1.2796875199951175E-5
935673859;55046.56;64.80;13.31;195;175;32;103;829284;-7;-6;3.431250053613282E-5|1.9546875305419927E-5;6.890625107666017E-6|1.1953125186767581E-5;176;3.487500054492188E-5|2.0250000316406255E-5;8.015625125244143E-6|1.2234375191162112E-5
935673860;55059.91;64.80;13.30;220;175;32;104;829504;-7;-7;3.431250053613282E-5|1.9546875305419927E-5;6.890625107666017E-6|1.1953125186767581E-5;178;3.445312553833009E-5|2.235937534936524E-5;7.875000123046877E-6|1.293750020214844E-5
935673861;55073.25;64.80;13.25;206;176;32;103;829710;-6;-6;3.459375054052735E-5|2.0953125327392582E-5;5.906250092285157E-6|1.1250000175781253E-5;178;3.445312553833009E-5|2.235937534936524E-5;7.875000123046877E-6|1.293750020214844E-5
935673862;55086.57;65.00;13.28;191;176;32;107;829901;-7;-7;3.431250053613282E-5|2.0250000316406255E-5;7.875000123046877E-6|1.2093750188964847E-5;177;3.487500054492188E-5|2.4046875375732428E-5;8.156250127441408E-6|1.2375000193359378E-5
935673863;55099.7;65.00;13.07;16;175;32;71;829917;-7;-4;3.431250053613282E-5|2.0250000316406255E-5;7.875000123046877E-6|1.2093750188964847E-5;177;3.487500054492188E-5|2.4046875375732428E-5;8.156250127441408E-6|1.2375000193359378E-5
935673864;55112.71;65.00;12.94;156;176;32;106;830073;-7;-2;3.431250053613282E-5|2.0250000316406255E-5;7.875000123046877E-6|1.2093750188964847E-5;128;8.43750013183594E-7|2.0671875322998053E-5;7.171875112060549E-6|1.2234375191162112E-5
935673865;55125.62;65.00;12.85;236;175;32;99;830309;-7;-2;3.431250053613282E-5|2.0250000316406255E-5;7.875000123046877E-6|1.2093750188964847E-5;180;3.473437554272462E-5|2.0531250320800787E-5;8.015625125244143E-6|1.2234375191162112E-5
935673866;55138.48;65.00;12.84;263;175;32;101;830572;-10;-8;3.431250053613282E-5|2.010937531420899E-5;7.734375120849611E-6|1.1953125186767581E-5;180;3.4171875533935555E-5|2.2078125344970708E-5;8.156250127441408E-6|1.2234375191162112E-5
935673867;55151.32;65.00;12.79;291;176;32;107;830863;-10;-8;3.431250053613282E-5|2.010937531420899E-5;7.734375120849611E-6|1.1953125186767581E-5;177;3.4171875533935555E-5|2.2078125344970708E-5;8.156250127441408E-6|1.2234375191162112E-5
935673868;55164.06;65.00;12.72;260;175;32;101;831123;-8;-6;3.459375054052735E-5|2.0953125327392582E-5;7.312500114257814E-6|1.167187518237305E-5;179;3.403125053173829E-5|2.137500033398438E-5;8.578125134033205E-6|1.2234375191162112E-5
935673869;55176.73;65.00;12.64;186;175;32;98;831309;-9;-7;3.445312553833009E-5|2.010937531420899E-5;7.5937501186523455E-6|1.1953125186767581E-5;178;3.501562554711915E-5|2.0531250320800787E-5;8.156250127441408E-6|1.2093750188964847E-5
935673870;55189.23;65.00;12.47;190;176;32;96;831499;-8;-6;3.501562554711915E-5|2.010937531420899E-5;8.156250127441408E-6|1.2093750188964847E-5;177;3.501562554711915E-5|2.0531250320800787E-5;8.156250127441408E-6|1.2093750188964847E-5
935673871;55201.65;64.80;12.33;189;176;32;102;831688;-8;-7;3.501562554711915E-5|2.010937531420899E-5;8.156250127441408E-6|1.2093750188964847E-5;182;3.501562554711915E-5|2.0531250320800787E-5;8.296875129638674E-6|1.2375000193359378E-5
935673872;55213.85;64.80;12.13;215;175;32;101;831903;-9;-7;3.501562554711915E-5|2.010937531420899E-5;8.156250127441408E-6|1.2093750188964847E-5;182;3.571875055810548E-5|2.039062531860352E-5;7.734375120849611E-6|1.2093750188964847E-5
935673873;55225.97;64.80;12.12;246;175;32;102;832149;-10;-7;3.487500054492188E-5|2.0250000316406255E-5;7.312500114257814E-6|1.1812500184570315E-5;177;3.571875055810548E-5|2.039062531860352E-5;7.734375120849611E-6|1.2093750188964847E-5
935673874;55238.14;64.80;12.12;215;175;32;101;832364;-8;-7;3.487500054492188E-5|2.0250000316406255E-5;7.312500114257814E-6|1.1812500184570315E-5;181;3.487500054492188E-5|2.1937500342773442E-5;8.156250127441408E-6|1.2515625195556644E-5
935673875;55250.28;64.80;12.08;176;175;32;95;832540;-8;-7;3.445312553833009E-5|2.010937531420899E-5;7.5937501186523455E-6|1.2093750188964847E-5;180;3.543750055371095E-5|2.0953125327392582E-5;8.296875129638674E-6|1.2093750188964847E-5
935673876;55262.38;64.80;12.02;0;176;32;95;832540;-7;5;1.4062500219726565E-7|1.9968750312011722E-5;6.187500096679689E-6|1.1390625177978518E-5;180;3.543750055371095E-5|2.0953125327392582E-5;8.296875129638674E-6|1.2093750188964847E-5
935673877;55274.27;64.60;11.72;0;175;32;95;832540;-7;5;1.4062500219726565E-7|1.9968750312011722E-5;6.187500096679689E-6|1.1390625177978518E-5;180;3.543750055371095E-5|2.0953125327392582E-5;8.296875129638674E-6|1.2093750188964847E-5
935673878;55285.86;64.60;11.52;0;175;32;0;832540;-7;5;1.4062500219726565E-7|1.9968750312011722E-5;6.187500096679689E-6|1.1390625177978518E-5;180;3.543750055371095E-5|2.0953125327392582E-5;8.296875129638674E-6|1.2093750188964847E-5
935673879;55297.23;64.80;11.23;0;175;32;0;832540;-7;5;1.4062500219726565E-7|1.9968750312011722E-5;6.187500096679689E-6|1.1390625177978518E-5;180;3.543750055371095E-5|2.0953125327392582E-5;8.296875129638674E-6|1.2093750188964847E-5
935673880;55308.52;64.80;11.35;42;175;32;12;832582;-12;6;1.4062500219726565E-7|1.9968750312011722E-5;6.187500096679689E-6|1.1390625177978518E-5;228;3.501562554711915E-5|2.6015625406494148E-5;7.45312511645508E-6|1.1531250180175784E-5
935673881;55319.96;64.80;11.52;408;174;32;88;832990;-15;-5;1.4062500219726565E-7|1.9968750312011722E-5;6.187500096679689E-6|1.1390625177978518E-5;183;3.501562554711915E-5|2.6015625406494148E-5;7.45312511645508E-6|1.1531250180175784E-5
935673882;55331.53;64.80;11.55;299;174;32;92;833289;-14;-7;1.4062500219726565E-7|1.9968750312011722E-5;6.187500096679689E-6|1.1390625177978518E-5;176;3.557812555590821E-5|2.489062538891602E-5;6.609375103271486E-6|1.167187518237305E-5
935673883;55343.07;64.80;11.44;2;173;32;92;833289;-14;-7;3.459375054052735E-5|2.1656250338378913E-5;6.890625107666017E-6|1.1109375173583987E-5;176;3.557812555590821E-5|2.489062538891602E-5;6.609375103271486E-6|1.167187518237305E-5
935673884;55354.37;64.80;11.13;2;172;32;29;833293;-11;-7;3.459375054052735E-5|2.1656250338378913E-5;6.890625107666017E-6|1.1109375173583987E-5;176;3.557812555590821E-5|2.489062538891602E-5;6.609375103271486E-6|1.167187518237305E-5
935673885;55365.42;64.80;10.94;0;172;32;29;833293;-11;-7;3.459375054052735E-5|2.1656250338378913E-5;6.890625107666017E-6|1.1109375173583987E-5;176;3.557812555590821E-5|2.489062538891602E-5;6.609375103271486E-6|1.167187518237305E-5
935673886;55376.31;64.80;10.77;0;171;32;29;833293;-11;-7;3.459375054052735E-5|2.1656250338378913E-5;6.890625107666017E-6|1.1109375173583987E-5;228;3.557812555590821E-5|2.489062538891602E-5;6.609375103271486E-6|1.167187518237305E-5
935673887;55387.04;65.00;10.63;0;170;32;0;833293;-11;-7;3.459375054052735E-5|2.1656250338378913E-5;6.890625107666017E-6|1.1109375173583987E-5;228;3.557812555590821E-5|2.489062538891602E-5;6.609375103271486E-6|1.167187518237305E-5
935673888;55397.62;65.00;10.52;78;168;32;28;833371;-11;-7;3.459375054052735E-5|2.1656250338378913E-5;6.890625107666017E-6|1.1109375173583987E-5;228;3.571875055810548E-5|2.137500033398438E-5;6.609375103271486E-6|1.2234375191162112E-5
935673889;55408.21;65.00;10.59;181;168;32;82;833552;-10;15;0.0|2.0531250320800787E-5;7.5937501186523455E-6|1.2796875199951175E-5;170;3.445312553833009E-5|2.362500036914063E-5;6.890625107666017E-6|1.1953125186767581E-5
935673890;55418.8;65.20;10.58;97;167;32;82;833649;-11;8;0.0|2.0531250320800787E-5;7.5937501186523455E-6|1.2796875199951175E-5;181;3.445312553833009E-5|2.362500036914063E-5;6.890625107666017E-6|1.1953125186767581E-5
935673891;55429.34;65.20;10.45;43;166;32;84;833692;-6;4;3.543750055371095E-5|2.0531250320800787E-5;5.765625090087892E-6|1.1109375173583987E-5;181;4.21875006591797E-7|2.010937531420899E-5;6.0468750944824235E-6|1.167187518237305E-5
935673892;55439.64;65.20;10.16;0;164;32;84;833692;-6;4;3.543750055371095E-5|2.0531250320800787E-5;5.765625090087892E-6|1.1109375173583987E-5;181;4.21875006591797E-7|2.010937531420899E-5;6.0468750944824235E-6|1.167187518237305E-5
935673893;55449.8;65.20;10.14;0;163;32;84;833692;-6;4;3.543750055371095E-5|2.0531250320800787E-5;5.765625090087892E-6|1.1109375173583987E-5;181;4.21875006591797E-7|2.010937531420899E-5;6.0468750944824235E-6|1.167187518237305E-5
935673894;55459.9;65.40;10.00;0;162;32;0;833692;-6;4;3.543750055371095E-5|2.0531250320800787E-5;5.765625090087892E-6|1.1109375173583987E-5;181;4.21875006591797E-7|2.010937531420899E-5;6.0468750944824235E-6|1.167187518237305E-5
935673895;55469.88;65.40;9.92;0;161;32;15;833692;-6;4;3.543750055371095E-5|2.0531250320800787E-5;5.765625090087892E-6|1.1109375173583987E-5;181;4.21875006591797E-7|2.010937531420899E-5;6.0468750944824235E-6|1.167187518237305E-5
935673896;55479.76;65.60;9.87;0;161;32;15;833692;-6;4;3.543750055371095E-5|2.0531250320800787E-5;5.765625090087892E-6|1.1109375173583987E-5;181;4.21875006591797E-7|2.010937531420899E-5;6.0468750944824235E-6|1.167187518237305E-5
935673897;55489.58;65.80;9.94;93;160;32;63;833878;-5;3;3.543750055371095E-5|2.0531250320800787E-5;5.765625090087892E-6|1.1109375173583987E-5;181;3.5156250549316415E-5|2.1656250338378913E-5;7.031250109863283E-6|1.1812500184570315E-5
935673898;55499.47;65.80;10.18;339;159;32;93;834217;-11;0;3.543750055371095E-5|2.0531250320800787E-5;5.765625090087892E-6|1.1109375173583987E-5;175;3.5156250549316415E-5|2.1656250338378913E-5;7.031250109863283E-6|1.1812500184570315E-5
935673899;55509.58;66.00;10.38;436;159;32;84;834653;-11;0;3.4171875533935555E-5|2.1796875340576176E-5;8.859375138427737E-6|1.2796875199951175E-5;179;3.403125053173829E-5|2.5031250391113288E-5;7.875000123046877E-6|1.167187518237305E-5
935673900;55520.19;66.00;10.97;560;160;32;99;835213;-10;-3;3.4171875533935555E-5|2.1796875340576176E-5;8.859375138427737E-6|1.2796875199951175E-5;179;8.43750013183594E-7|2.6156250408691414E-5;1.0265625160400394E-5|1.2515625195556644E-5
935673901;55531.46;66.00;11.19;519;160;32;102;835732;-8;-5;3.445312553833009E-5|2.1656250338378913E-5;9.000000140625001E-6|1.1812500184570315E-5;179;8.43750013183594E-7|2.6156250408691414E-5;1.0265625160400394E-5|1.2515625195556644E-5
935673902;55543.08;66.00;11.68;395;161;32;95;836127;-8;-5;8.43750013183594E-7|2.235937534936524E-5;8.156250127441408E-6|1.0828125169189457E-5;179;1.687500026367188E-6|2.1656250338378913E-5;1.0828125169189457E-5|1.2375000193359378E-5
935673903;55555.08;66.00;11.93;417;162;32;100;836544;-8;-6;8.43750013183594E-7|2.109375032958985E-5;9.140625142822268E-6|1.293750020214844E-5;179;1.8281250285644535E-6|2.137500033398438E-5;1.1531250180175784E-5|1.265625019775391E-5
935673904;55567.39;66.00;12.22;403;164;32;103;836947;-7;-4;8.43750013183594E-7|2.109375032958985E-5;9.140625142822268E-6|1.293750020214844E-5;179;1.8281250285644535E-6|2.137500033398438E-5;1.1531250180175784E-5|1.265625019775391E-5
935673905;55579.99;66.00;12.54;365;165;32;95;837312;-7;-4;4.21875006591797E-7|2.0953125327392582E-5;9.843750153808597E-6|1.0968750171386721E-5;181;5.625000087890626E-7|2.1796875340576176E-5;1.068750016699219E-5|1.2796875199951175E-5
935673906;55592.88;66.00;12.78;125;167;32;95;837312;-7;-7;1.4062500219726565E-7|2.109375032958985E-5;9.562500149414064E-6|1.2375000193359378E-5;186;5.625000087890626E-7|2.1796875340576176E-5;1.068750016699219E-5|1.2796875199951175E-5
935673907;55605.86;66.20;12.65;125;168;32;95;837312;-5;-7;9.843750153808596E-7|2.2078125344970708E-5;9.984375156005861E-6|1.265625019775391E-5;186;5.625000087890626E-7|2.1796875340576176E-5;1.068750016699219E-5|1.2796875199951175E-5
935673908;55618.85;66.20;12.86;125;169;32;76;837687;-3;-2;9.843750153808596E-7|2.2078125344970708E-5;9.984375156005861E-6|1.265625019775391E-5;177;3.487500054492188E-5|2.33437503647461E-5;7.875000123046877E-6|1.3078125204345707E-5
935673909;55631.98;66.20;12.93;278;169;32;100;837965;-2;-4;3.543750055371095E-5|2.4750000386718755E-5;7.734375120849611E-6|1.3218750206542971E-5;176;3.3187500518554695E-5|2.6437500413085943E-5;9.000000140625001E-6|1.4062500219726567E-5
935673910;55645.21;66.00;13.12;271;170;32;105;838236;-2;-5;3.19218754987793E-5|2.657812541528321E-5;7.171875112060549E-6|1.2234375191162112E-5;180;3.3187500518554695E-5|2.6437500413085943E-5;9.000000140625001E-6|1.4062500219726567E-5
935673911;55658.68;66.00;13.30;266;171;32;103;838502;-1;-3;3.19218754987793E-5|2.657812541528321E-5;7.171875112060549E-6|1.2234375191162112E-5;180;3.431250053613282E-5|2.460937538452149E-5;8.296875129638674E-6|1.3218750206542971E-5
935673912;55672.21;66.00;13.32;215;171;32;103;838717;-1;-3;3.23437505053711E-5|2.2781250355957036E-5;7.312500114257814E-6|1.2234375191162112E-5;180;3.445312553833009E-5|2.1515625336181647E-5;8.296875129638674E-6|1.2515625195556644E-5
935673913;55685.84;66.00;13.37;174;171;32;103;838891;-3;-3;3.403125053173829E-5|2.0671875322998053E-5;7.45312511645508E-6|1.2375000193359378E-5;179;3.501562554711915E-5|2.0953125327392582E-5;8.015625125244143E-6|1.2796875199951175E-5
935673914;55699.46;66.00;13.39;178;172;32;104;839069;-6;-2;3.459375054052735E-5|2.0531250320800787E-5;7.171875112060549E-6|1.2234375191162112E-5;177;3.445312553833009E-5|2.109375032958985E-5;8.296875129638674E-6|1.2796875199951175E-5
935673915;55713.09;66.00;13.41;169;171;32;104;839238;-5;-3;3.459375054052735E-5|2.0531250320800787E-5;7.171875112060549E-6|1.2234375191162112E-5;177;3.445312553833009E-5|2.109375032958985E-5;8.296875129638674E-6|1.2796875199951175E-5
935673916;55726.68;65.80;13.40;129;171;32;104;839367;-6;-2;3.473437554272462E-5|2.0250000316406255E-5;7.312500114257814E-6|1.2093750188964847E-5;178;3.487500054492188E-5|2.039062531860352E-5;7.875000123046877E-6|1.265625019775391E-5
935673917;55740.31;65.80;13.41;132;171;32;102;839499;-5;0;3.473437554272462E-5|2.0250000316406255E-5;7.312500114257814E-6|1.2093750188964847E-5;179;3.529687555151368E-5|2.0671875322998053E-5;8.156250127441408E-6|1.3078125204345707E-5
935673918;55753.9;65.60;13.36;147;170;32;105;839646;-4;-1;3.473437554272462E-5|2.0250000316406255E-5;7.312500114257814E-6|1.2093750188964847E-5;175;3.529687555151368E-5|2.0671875322998053E-5;8.156250127441408E-6|1.3078125204345707E-5
935673919;55767.43;65.60;13.34;134;170;32;103;839780;-5;-2;5.625000087890626E-7|2.1656250338378913E-5;7.312500114257814E-6|1.2234375191162112E-5;177;3.529687555151368E-5|2.1234375331787115E-5;8.43750013183594E-6|1.293750020214844E-5
935673920;55780.89;65.40;13.31;142;169;32;104;839922;-5;-2;3.501562554711915E-5|2.039062531860352E-5;7.45312511645508E-6|1.2093750188964847E-5;177;8.43750013183594E-7|2.2218750347167974E-5;8.43750013183594E-6|1.3500000210937504E-5
935673921;55794.38;65.40;13.30;139;168;32;103;840061;-6;-1;3.501562554711915E-5|2.039062531860352E-5;7.45312511645508E-6|1.2093750188964847E-5;177;8.43750013183594E-7|2.2218750347167974E-5;8.43750013183594E-6|1.3500000210937504E-5
935673922;55807.87;65.40;13.31;171;168;32;103;840232;-6;-1;3.543750055371095E-5|2.0812500325195316E-5;7.734375120849611E-6|1.2093750188964847E-5;178;3.5156250549316415E-5|2.2078125344970708E-5;8.578125134033205E-6|1.3218750206542971E-5
935673923;55821.35;65.40;13.31;200;167;32;105;840432;-4;-2;3.473437554272462E-5|2.1937500342773442E-5;8.015625125244143E-6|1.2796875199951175E-5;179;3.473437554272462E-5|2.264062535375977E-5;8.578125134033205E-6|1.3500000210937504E-5
935673924;55834.84;65.40;13.38;175;167;32;103;840607;-4;-2;3.529687555151368E-5|2.0250000316406255E-5;8.015625125244143E-6|1.2515625195556644E-5;180;3.543750055371095E-5|2.1234375331787115E-5;8.296875129638674E-6|1.3359375208740238E-5
935673925;55848.35;65.40;13.33;106;166;32;104;840713;-5;-3;3.529687555151368E-5|2.0250000316406255E-5;8.015625125244143E-6|1.2515625195556644E-5;179;5.625000087890626E-7|2.0812500325195316E-5;7.031250109863283E-6|1.2796875199951175E-5
935673926;55861.78;65.20;13.29;132;166;32;104;840845;-6;1;3.571875055810548E-5|2.0250000316406255E-5;7.312500114257814E-6|1.1812500184570315E-5;173;5.625000087890626E-7|2.0812500325195316E-5;7.031250109863283E-6|1.2796875199951175E-5
935673927;55875.17;65.20;13.29;171;166;32;103;841016;-7;-2;3.571875055810548E-5|2.039062531860352E-5;7.5937501186523455E-6|1.2234375191162112E-5;178;3.557812555590821E-5|2.1234375331787115E-5;8.156250127441408E-6|1.3078125204345707E-5
935673928;55888.57;65.20;13.33;157;165;32;103;841173;-6;-2;3.571875055810548E-5|2.039062531860352E-5;7.5937501186523455E-6|1.2234375191162112E-5;177;3.557812555590821E-5|2.1234375331787115E-5;8.156250127441408E-6|1.3078125204345707E-5
935673929;55902.0;65.20;13.34;198;164;32;104;841371;-5;-5;3.543750055371095E-5|2.039062531860352E-5;7.45312511645508E-6|1.2093750188964847E-5;178;3.557812555590821E-5|2.1234375331787115E-5;8.156250127441408E-6|1.3078125204345707E-5
935673930;55915.55;65.00;13.48;224;164;32;105;841595;-5;-5;3.487500054492188E-5|2.010937531420899E-5;7.734375120849611E-6|1.167187518237305E-5;175;3.5156250549316415E-5|2.0671875322998053E-5;8.296875129638674E-6|1.2375000193359378E-5
935673931;55929.16;65.00;13.56;256;165;32;105;841851;-5;-5;3.459375054052735E-5|2.039062531860352E-5;7.5937501186523455E-6|1.2093750188964847E-5;175;3.360937552514649E-5|2.2218750347167974E-5;8.156250127441408E-6|1.293750020214844E-5
935673932;55942.85;65.00;13.68;246;165;32;105;842097;-5;-6;3.459375054052735E-5|2.039062531860352E-5;7.5937501186523455E-6|1.2093750188964847E-5;177;3.360937552514649E-5|2.2218750347167974E-5;8.156250127441408E-6|1.293750020214844E-5
935673933;55956.67;64.80;13.81;238;165;32;107;842335;-3;-6;3.27656255119629E-5|2.1234375331787115E-5;7.45312511645508E-6|1.167187518237305E-5;178;3.403125053173829E-5|2.1796875340576176E-5;8.015625125244143E-6|1.2515625195556644E-5
935673934;55970.63;64.80;13.91;287;166;32;109;842622;-5;-4;3.290625051416016E-5|2.0953125327392582E-5;7.5937501186523455E-6|1.2375000193359378E-5;177;3.304687551635743E-5|2.4046875375732428E-5;8.578125134033205E-6|1.265625019775391E-5
935673935;55984.65;64.80;13.97;286;166;32;107;842908;-5;-4;3.290625051416016E-5|2.0953125327392582E-5;7.5937501186523455E-6|1.2375000193359378E-5;178;3.304687551635743E-5|2.4046875375732428E-5;8.578125134033205E-6|1.265625019775391E-5
935673936;55998.73;64.80;14.11;338;166;32;111;843246;-5;-5;3.2203125503173836E-5|2.0812500325195316E-5;7.875000123046877E-6|1.1812500184570315E-5;178;3.27656255119629E-5|2.3484375366943367E-5;8.156250127441408E-6|1.2234375191162112E-5
935673937;56012.96;64.80;14.16;336;166;32;110;843582;-5;-5;3.0937500483398443E-5|2.137500033398438E-5;7.171875112060549E-6|1.1390625177978518E-5;181;3.2203125503173836E-5|2.3062500360351568E-5;9.140625142822268E-6|1.2796875199951175E-5
